rating_id,ride_id,rider_rating,driver_rating,feedback
3083,4631,5,5,Very good
3084,2745,5,3,Average
3085,8606,5,5,Good
3086,122,4,4,Could be better
3087,2983,5,4,Good
3088,3470,4,5,Good
3089,8311,4,5,Average
3090,4268,5,5,Good
3091,3355,5,5,Excellent
3092,4487,5,4,Average
3093,3967,5,5,Very good
3094,1342,5,4,Good
3095,7994,5,5,Average
3096,3727,4,5,Excellent
3097,5645,5,5,Excellent
3098,4252,5,4,Good
3099,2770,5,5,Good
3100,6053,3,5,Very good
3101,8864,4,5,Excellent
3102,6283,3,5,Very good
3103,1578,4,5,Average
3104,2619,4,5,Average
3105,804,3,3,Good
3106,9101,5,4,Very good
3107,735,5,4,Could be better
3108,5976,5,5,Could be better
3109,2380,5,4,Excellent
3110,1738,5,4,Could be better
3111,4715,4,5,Good
3112,9501,5,3,Good
3113,2715,5,5,Excellent
3114,5129,5,5,Could be better
3115,8218,4,5,Very good
3116,5412,5,5,Very good
3117,2185,4,5,Very good
3118,963,3,4,Good
3119,6859,5,5,Could be better
3120,4444,5,5,Average
3121,2826,5,5,Very good
3122,254,4,5,Could be better
3123,1514,4,5,Good
3124,8210,5,5,Could be better
3125,8596,5,5,Average
3126,1044,4,4,Average
3127,6139,5,5,Excellent
3128,3038,4,5,Good
3129,5196,5,4,Could be better
3130,5014,5,5,Very good
3131,9063,5,5,Could be better
3132,6493,5,5,Average
3133,2679,5,4,Excellent
3134,3762,4,5,Average
3135,4352,4,5,Good
3136,7726,4,5,Good
3137,833,5,5,Very good
3138,8861,5,5,Average
3139,7512,5,5,Could be better
3140,9186,5,5,Good
3141,4595,4,5,Excellent
3142,6968,5,5,Very good
3143,166,5,5,Could be better
3144,2296,4,4,Could be better
3145,3864,4,4,Excellent
3146,9289,3,4,Could be better
3147,5184,4,5,Very good
3148,8033,4,5,Average
3149,3939,5,5,Good
3150,2760,5,4,Very good
3151,5681,4,4,Very good
3152,6111,5,5,Good
3153,182,4,5,Could be better
3154,8855,5,4,Average
3155,5443,5,4,Good
3156,5318,4,5,Very good
3157,4877,5,5,Excellent
3158,3308,5,5,Excellent
3159,87,5,5,Very good
3160,6559,5,5,Excellent
3161,8726,5,5,Very good
3162,5390,4,5,Excellent
3163,2128,5,4,Good
3164,3190,5,5,Good
3165,876,5,5,Good
3166,5610,5,5,Could be better
3167,958,5,5,Could be better
3168,1591,5,5,Could be better
3169,2802,4,5,Excellent
3170,7560,5,4,Average
3171,6858,5,4,Excellent
3172,6677,5,5,Very good
3173,3755,5,5,Could be better
3174,736,5,5,Could be better
3175,2425,5,3,Good
3176,9041,5,5,Good
3177,3359,4,5,Excellent
3178,2219,5,5,Good
3179,8312,5,5,Average
3180,3676,4,5,Average
3181,1815,4,5,Very good
3182,7533,5,4,Very good
3183,7529,5,5,Average
3184,9310,5,5,Excellent
3185,4521,5,5,Excellent
3186,9484,5,5,Very good
3187,637,4,5,Very good
3188,641,5,5,Average
3189,892,5,5,Excellent
3190,7578,5,5,Excellent
3191,777,4,5,Could be better
3192,2478,5,5,Excellent
3193,6901,5,5,Could be better
3194,6098,5,4,Excellent
3195,9090,4,5,Good
3196,7108,5,5,Excellent
3197,8464,4,4,Could be better
3198,5449,4,5,Could be better
3199,9207,5,5,Excellent
3200,3057,5,4,Good
3201,1558,5,4,Could be better
3202,355,5,5,Very good
3203,7201,5,5,Very good
3204,5787,5,5,Could be better
3205,1772,5,5,Could be better
3206,5260,4,5,Could be better
3207,1988,5,5,Could be better
3208,9369,5,5,Could be better
3209,4761,5,3,Excellent
3210,9856,5,3,Excellent
3211,6478,5,4,Average
3212,5056,3,4,Average
3213,9397,5,5,Could be better
3214,1742,5,5,Could be better
3215,4480,5,5,Good
3216,1225,5,5,Excellent
3217,7872,5,4,Good
3218,2911,3,4,Could be better
3219,7876,4,4,Excellent
3220,1041,4,4,Average
3221,8656,4,5,Average
3222,3033,5,4,Very good
3223,101,4,5,Good
3224,7334,4,5,Average
3225,7126,4,5,Excellent
3226,3598,5,5,Could be better
3227,2079,4,5,Could be better
3228,5233,5,5,Very good
3229,7158,5,4,Excellent
3230,6508,5,5,Excellent
3231,1963,4,5,Excellent
3232,4996,5,4,Could be better
3233,200,5,5,Good
3234,3626,5,5,Average
3235,5509,5,5,Average
3236,2701,4,5,Very good
3237,9121,4,4,Could be better
3238,2921,4,3,Good
3239,4799,5,5,Could be better
3240,4724,4,4,Good
3241,9789,5,4,Average
3242,4468,4,5,Very good
3243,1124,5,5,Very good
3244,8563,4,5,Very good
3245,6231,4,5,Very good
3246,4287,4,4,Average
3247,6014,4,5,Could be better
3248,9036,5,5,Could be better
3249,475,5,5,Excellent
3250,1869,4,5,Very good
3251,9065,4,4,Very good
3252,7508,5,4,Average
3253,2298,4,5,Average
3254,6109,4,5,Very good
3255,5160,5,3,Excellent
3256,2349,4,5,Could be better
3257,7415,4,3,Average
3258,1096,5,4,Could be better
3259,3500,5,4,Good
3260,1560,5,5,Good
3261,227,5,4,Good
3262,5556,5,4,Excellent
3263,9400,5,4,Could be better
3264,799,5,5,Could be better
3265,2708,5,4,Average
3266,9185,5,4,Good
3267,5170,5,4,Excellent
3268,117,5,5,Average
3269,8450,4,5,Excellent
3270,4159,4,3,Could be better
3271,1065,4,5,Good
3272,1343,5,4,Average
3273,4984,4,5,Could be better
3274,388,5,4,Very good
3275,5584,3,5,Average
3276,1920,5,5,Very good
3277,367,3,4,Average
3278,2623,3,4,Could be better
3279,5446,4,5,Very good
3280,6920,3,4,Could be better
3281,7933,4,5,Could be better
3282,5143,5,5,Could be better
3283,2340,4,3,Very good
3284,1659,5,4,Average
3285,6846,5,5,Good
3286,4968,4,5,Average
3287,4285,5,4,Could be better
3288,7446,5,5,Good
3289,6345,5,5,Good
3290,4085,5,5,Good
3291,1070,5,5,Average
3292,2992,5,5,Could be better
3293,2601,4,4,Could be better
3294,9635,5,5,Good
3295,3423,5,4,Average
3296,5173,5,5,Very good
3297,9119,5,4,Very good
3298,2980,4,5,Excellent
3299,6894,5,4,Good
3300,5043,5,5,Average
3301,138,4,4,Average
3302,8237,5,3,Very good
3303,962,5,5,Very good
3304,9244,5,5,Could be better
3305,624,5,5,Good
3306,6644,4,5,Very good
3307,9699,4,3,Excellent
3308,7083,3,4,Average
3309,1522,4,5,Could be better
3310,8401,3,5,Average
3311,6485,5,5,Very good
3312,1875,5,5,Average
3313,3111,5,5,Could be better
3314,8746,5,4,Good
3315,522,5,5,Excellent
3316,9842,5,5,Could be better
3317,2834,5,5,Very good
3318,1230,5,5,Excellent
3319,8792,5,4,Good
3320,2678,4,4,Could be better
3321,5116,5,5,Good
3322,7027,4,5,Very good
3323,862,4,5,Very good
3324,282,4,5,Good
3325,2547,4,5,Good
3326,7216,5,5,Average
3327,7250,5,5,Average
3328,2854,5,5,Very good
3329,3409,5,5,Average
3330,2149,5,5,Could be better
3331,6867,5,4,Good
3332,6855,3,5,Very good
3333,6653,5,5,Excellent
3334,2771,5,5,Good
3335,1009,4,4,Could be better
3336,3142,4,4,Average
3337,3980,4,5,Could be better
3338,5573,5,5,Could be better
3339,7187,5,5,Good
3340,7006,5,5,Average
3341,8550,5,3,Very good
3342,1944,5,4,Good
3343,4088,5,5,Good
3344,6965,5,5,Average
3345,4504,3,3,Good
3346,4380,5,5,Average
3347,7496,5,5,Average
3348,9471,5,4,Good
3349,670,5,5,Good
3350,6960,4,3,Good
3351,7602,4,5,Very good
3352,7178,5,4,Could be better
3353,6880,5,5,Average
3354,9728,5,5,Average
3355,5653,5,5,Good
3356,1845,4,4,Very good
3357,737,5,5,Very good
3358,468,5,4,Could be better
3359,7731,4,4,Very good
3360,8629,5,4,Very good
3361,6536,4,4,Could be better
3362,6338,5,5,Average
3363,4020,5,5,Could be better
3364,4764,5,5,Good
3365,981,4,4,Excellent
3366,6585,5,4,Could be better
3367,9394,5,4,Good
3368,8122,4,5,Very good
3369,6556,4,5,Average
3370,278,3,5,Good
3371,4611,5,5,Very good
3372,7264,5,5,Could be better
3373,4500,5,5,Could be better
3374,6076,5,5,Good
3375,9096,4,5,Very good
3376,9883,5,5,Average
3377,1921,4,5,Could be better
3378,2902,5,5,Excellent
3379,936,5,5,Could be better
3380,5715,5,5,Very good
3381,70,5,5,Could be better
3382,7835,5,5,Excellent
3383,7449,3,5,Excellent
3384,4061,5,4,Good
3385,1159,5,3,Good
3386,9283,5,5,Good
3387,7555,4,3,Could be better
3388,3748,4,5,Average
3389,6922,4,5,Average
3390,9045,5,5,Average
3391,669,5,3,Could be better
3392,4110,5,5,Average
3393,3820,5,5,Average
3394,5367,5,5,Excellent
3395,187,4,3,Excellent
3396,9895,5,5,Very good
3397,4722,5,3,Excellent
3398,4902,5,5,Could be better
3399,4146,4,5,Average
3400,5317,5,5,Very good
3401,156,3,5,Good
3402,4144,5,5,Could be better
3403,601,5,5,Could be better
3404,6178,4,5,Could be better
3405,1613,5,5,Excellent
3406,4216,4,5,Excellent
3407,766,3,5,Excellent
3408,6077,4,3,Good
3409,583,5,5,Very good
3410,7516,5,5,Very good
3411,4256,5,5,Excellent
3412,5079,5,5,Excellent
3413,5868,5,4,Good
3414,404,5,5,Average
3415,6050,5,5,Very good
3416,7424,5,5,Could be better
3417,6059,5,3,Average
3418,9047,5,5,Very good
3419,6756,3,5,Good
3420,584,5,3,Very good
3421,4105,5,5,Average
3422,7634,5,5,Could be better
3423,8075,5,5,Average
3424,1162,4,5,Average
3425,3577,5,3,Excellent
3426,851,4,4,Very good
3427,1967,3,4,Excellent
3428,4885,5,4,Good
3429,5706,5,5,Good
3430,9351,5,3,Very good
3431,1302,4,4,Excellent
3432,506,5,5,Excellent
3433,4413,5,5,Excellent
3434,3012,5,5,Average
3435,1924,5,4,Excellent
3436,2895,3,5,Average
3437,9005,5,5,Excellent
3438,9017,5,5,Very good
3439,8362,4,3,Excellent
3440,4787,5,5,Very good
3441,8451,5,5,Could be better
3442,3853,5,5,Average
3443,4387,4,4,Could be better
3444,3589,4,5,Very good
3445,2493,5,5,Good
3446,979,4,5,Very good
3447,908,5,5,Good
3448,9029,5,5,Could be better
3449,1688,5,5,Good
3450,8843,5,5,Good
3451,3723,5,4,Average
3452,8383,5,4,Average
3453,8549,4,5,Very good
3454,2474,4,5,Could be better
3455,6911,3,4,Good
3456,6962,5,5,Excellent
3457,478,5,5,Average
3458,2513,5,4,Could be better
3459,1513,4,5,Good
3460,9577,5,5,Very good
3461,6368,4,5,Excellent
3462,5197,5,3,Average
3463,5351,4,5,Average
3464,3904,3,4,Excellent
3465,9838,4,5,Good
3466,247,5,5,Very good
3467,8829,4,5,Very good
3468,5539,4,5,Average
3469,225,5,4,Average
3470,2468,5,5,Good
3471,1439,5,3,Good
3472,6658,5,5,Excellent
3473,4414,4,5,Excellent
3474,4657,5,5,Average
3475,2962,4,5,Average
3476,8730,5,5,Good
3477,9717,5,4,Average
3478,6667,3,5,Average
3479,6117,5,5,Good
3480,1530,5,5,Good
3481,7122,4,5,Average
3482,5819,5,5,Excellent
3483,8708,5,4,Could be better
3484,9623,4,5,Could be better
3485,7100,5,5,Could be better
3486,2151,5,4,Good
3487,660,5,5,Good
3488,217,4,5,Average
3489,7404,4,4,Good
3490,8916,5,4,Average
3491,4982,5,5,Very good
3492,9775,5,5,Excellent
3493,4244,5,4,Average
3494,6765,5,5,Very good
3495,4516,4,5,Good
3496,5307,5,5,Could be better
3497,146,4,4,Very good
3498,4239,5,4,Very good
3499,1459,5,5,Good
3500,6079,4,5,Could be better
3501,5147,4,3,Excellent
3502,1448,5,5,Good
3503,6168,4,5,Very good
3504,2266,5,5,Could be better
3505,8946,5,3,Excellent
3506,5647,5,5,Average
3507,7819,5,4,Average
3508,6928,3,5,Excellent
3509,3774,5,4,Could be better
3510,6624,5,5,Excellent
3511,2148,4,5,Very good
3512,202,5,4,Could be better
3513,5506,5,4,Could be better
3514,3208,4,5,Very good
3515,2060,5,5,Average
3516,8431,5,5,Good
3517,3298,4,5,Could be better
3518,9786,5,4,Very good
3519,5577,5,5,Could be better
3520,5468,3,5,Excellent
3521,7356,5,4,Very good
3522,9655,4,4,Very good
3523,8753,4,5,Excellent
3524,2850,4,5,Could be better
3525,5566,5,5,Could be better
3526,6042,5,5,Could be better
3527,5595,4,5,Average
3528,3870,5,5,Could be better
3529,2358,5,5,Average
3530,7719,3,5,Average
3531,5751,4,5,Could be better
3532,8364,4,4,Excellent
3533,8083,3,5,Very good
3534,399,4,5,Excellent
3535,274,5,5,Excellent
3536,9461,5,4,Very good
3537,8202,5,5,Good
3538,5487,5,4,Good
3539,9216,4,5,Could be better
3540,4464,5,5,Excellent
3541,643,5,4,Very good
3542,7189,5,5,Excellent
3543,4225,4,4,Excellent
3544,266,3,5,Excellent
3545,1871,5,5,Very good
3546,1491,4,4,Average
3547,3340,5,5,Excellent
3548,1134,4,4,Excellent
3549,3562,5,4,Excellent
3550,393,5,4,Average
3551,2392,4,5,Excellent
3552,9826,3,3,Good
3553,5686,5,5,Good
3554,2576,5,4,Very good
3555,4203,4,5,Could be better
3556,3617,3,5,Could be better
3557,6011,5,4,Excellent
3558,1998,4,3,Good
3559,4031,5,3,Average
3560,1099,4,4,Good
3561,2575,5,5,Good
3562,6899,5,5,Excellent
3563,6742,5,5,Could be better
3564,2216,5,3,Excellent
3565,497,5,5,Could be better
3566,2002,5,4,Could be better
3567,273,5,5,Excellent
3568,4389,4,4,Excellent
3569,8025,4,4,Could be better
3570,2540,4,5,Could be better
3571,9407,4,5,Very good
3572,3147,5,4,Could be better
3573,3533,5,4,Excellent
3574,7812,4,4,Excellent
3575,9083,5,5,Very good
3576,1758,5,5,Could be better
3577,6282,5,5,Good
3578,8808,5,4,Average
3579,7666,5,5,Average
3580,877,5,5,Excellent
3581,234,5,4,Average
3582,9508,5,5,Very good
3583,4897,5,5,Good
3584,9233,4,5,Could be better
3585,5993,4,5,Good
3586,360,3,5,Average
3587,4674,4,5,Average
3588,4306,4,5,Good
3589,4220,4,4,Average
3590,9697,5,4,Good
3591,3204,4,5,Average
3592,373,5,4,Very good
3593,3990,3,5,Very good
3594,6546,5,4,Good
3595,7535,5,5,Excellent
3596,1289,4,5,Very good
3597,4198,3,5,Very good
3598,2889,5,5,Good
3599,9327,5,5,Very good
3600,58,5,5,Very good
3601,9451,5,5,Could be better
3602,6918,4,5,Very good
3603,7906,5,5,Could be better
3604,3568,5,4,Could be better
3605,8016,5,3,Average
3606,6618,4,5,Average
3607,351,5,5,Good
3608,5267,4,5,Very good
3609,3736,5,5,Could be better
3610,8182,5,4,Average
3611,6469,5,5,Average
3612,9225,5,5,Could be better
3613,7208,4,5,Excellent
3614,4935,5,5,Could be better
3615,8445,4,5,Average
3616,155,5,4,Excellent
3617,4171,3,5,Very good
3618,1813,4,5,Could be better
3619,3365,5,4,Average
3620,286,5,5,Excellent
3621,9412,5,5,Very good
3622,6034,3,5,Very good
3623,5859,5,5,Good
3624,6596,5,4,Average
3625,119,4,5,Average
3626,1139,5,5,Very good
3627,9257,4,5,Very good
3628,6270,5,5,Good
3629,599,5,5,Could be better
3630,8818,3,4,Excellent
3631,715,4,5,Average
3632,9663,4,5,Excellent
3633,3066,5,5,Very good
3634,8424,5,5,Good
3635,5230,4,4,Good
3636,2905,4,5,Average
3637,9408,5,5,Good
3638,5708,4,5,Good
3639,3163,5,5,Average
3640,3011,4,5,Good
3641,8409,4,4,Could be better
3642,2772,5,3,Very good
3643,7778,5,5,Excellent
3644,5524,5,4,Average
3645,8849,4,5,Good
3646,841,5,4,Very good
3647,9396,5,5,Excellent
3648,916,4,5,Very good
3649,8561,5,5,Good
3650,6603,5,5,Very good
3651,5462,5,5,Could be better
3652,8203,5,4,Good
3653,3975,5,5,Very good
3654,6734,5,5,Average
3655,4343,5,5,Average
3656,1855,4,3,Good
3657,1596,5,5,Very good
3658,7652,5,5,Average
3659,2494,4,4,Could be better
3660,147,5,5,Very good
3661,1390,4,5,Good
3662,406,5,4,Could be better
3663,1681,4,5,Average
3664,1862,5,5,Very good
3665,5571,5,4,Excellent
3666,9658,5,5,Excellent
3667,4060,5,5,Average
3668,5765,5,5,Good
3669,8091,5,5,Could be better
3670,3902,5,3,Excellent
3671,8295,5,5,Average
3672,1449,4,5,Could be better
3673,5483,5,5,Good
3674,7374,3,4,Excellent
3675,6160,5,5,Could be better
3676,9998,5,5,Excellent
3677,6732,5,5,Good
3678,883,5,5,Could be better
3679,7339,5,5,Very good
3680,6462,4,5,Very good
3681,3579,4,4,Excellent
3682,5873,5,4,Average
3683,9111,4,5,Good
3684,4759,5,5,Excellent
3685,7554,5,5,Good
3686,7792,5,5,Very good
3687,3164,5,4,Excellent
3688,6729,5,4,Excellent
3689,421,5,5,Very good
3690,3435,3,5,Average
3691,8380,5,5,Excellent
3692,2810,4,5,Could be better
3693,6535,4,5,Average
3694,5923,5,5,Good
3695,8672,5,5,Very good
3696,4305,5,4,Average
3697,7882,5,5,Could be better
3698,5377,3,5,Could be better
3699,3602,4,5,Excellent
3700,6836,3,5,Could be better
3701,5194,4,5,Could be better
3702,2168,4,4,Good
3703,8972,5,5,Good
3704,449,4,5,Could be better
3705,9876,4,5,Excellent
3706,4184,5,5,Could be better
3707,5490,4,5,Very good
3708,6379,5,5,Average
3709,2111,4,5,Very good
3710,6152,5,5,Good
3711,4986,4,4,Good
3712,7231,4,5,Very good
3713,3061,5,4,Good
3714,1137,4,5,Excellent
3715,5879,3,4,Average
3716,2860,4,4,Very good
3717,8347,5,4,Could be better
3718,2861,5,5,Average
3719,4314,5,5,Very good
3720,5111,4,5,Could be better
3721,4625,4,5,Average
3722,7847,5,5,Excellent
3723,6728,5,5,Excellent
3724,2742,5,5,Very good
3725,6325,5,5,Excellent
3726,184,5,5,Good
3727,7845,5,5,Average
3728,121,5,5,Good
3729,7556,5,4,Good
3730,2429,5,4,Excellent
3731,3620,5,5,Average
3732,4742,3,5,Could be better
3733,8727,3,5,Average
3734,7897,5,5,Excellent
3735,3419,5,4,Could be better
3736,9341,4,5,Very good
3737,9156,5,5,Very good
3738,3732,5,5,Excellent
3739,7639,4,5,Good
3740,642,5,5,Good
3741,2613,5,4,Very good
3742,6906,4,5,Could be better
3743,3267,5,5,Average
3744,6008,5,5,Average
3745,4998,5,5,Good
3746,7737,4,5,Excellent
3747,7381,4,5,Good
3748,1658,5,5,Excellent
3749,5581,4,5,Could be better
3750,9607,5,5,Excellent
3751,3750,5,5,Excellent
3752,7723,5,4,Could be better
3753,8280,5,5,Could be better
3754,800,5,4,Good
3755,8573,5,5,Good
3756,4433,4,5,Could be better
3757,5551,5,5,Good
3758,8625,5,5,Excellent
3759,5545,5,5,Excellent
3760,5459,4,5,Excellent
3761,7754,5,3,Could be better
3762,5966,3,4,Good
3763,1843,4,5,Very good
3764,2840,4,5,Very good
3765,2593,5,4,Could be better
3766,7477,5,5,Very good
3767,1135,5,4,Excellent
3768,3049,5,5,Could be better
3769,2599,5,4,Good
3770,4006,5,5,Very good
3771,9379,4,5,Could be better
3772,7393,4,4,Very good
3773,459,5,4,Very good
3774,1528,4,5,Could be better
3775,7617,5,5,Excellent
3776,3977,5,5,Average
3777,4927,5,5,Excellent
3778,4099,5,5,Excellent
3779,4873,5,4,Very good
3780,6304,5,4,Very good
3781,6322,5,5,Could be better
3782,3373,4,5,Excellent
3783,9860,5,5,Very good
3784,2449,5,5,Excellent
3785,748,5,5,Could be better
3786,2999,3,5,Average
3787,5408,5,5,Average
3788,9335,5,3,Could be better
3789,5000,4,5,Could be better
3790,2189,5,5,Average
3791,1127,5,4,Good
3792,6800,5,5,Could be better
3793,8306,4,4,Good
3794,3073,5,5,Average
3795,3071,5,3,Could be better
3796,4899,5,5,Excellent
3797,6988,4,5,Could be better
3798,7081,5,5,Good
3799,4288,4,5,Excellent
3800,7753,4,5,Could be better
3801,4524,5,5,Very good
3802,6753,3,5,Very good
3803,1467,5,3,Could be better
3804,2005,4,5,Average
3805,5694,4,4,Good
3806,7705,3,5,Average
3807,9195,4,5,Average
3808,7784,4,3,Average
3809,6141,5,5,Excellent
3810,6779,3,4,Could be better
3811,9079,5,5,Good
3812,4725,4,5,Very good
3813,6383,5,5,Excellent
3814,6720,5,5,Very good
3815,6553,5,4,Good
3816,9795,4,5,Excellent
3817,4360,5,4,Very good
3818,7408,4,5,Excellent
3819,3233,4,5,Could be better
3820,8859,5,5,Good
3821,7842,5,4,Good
3822,8884,5,5,Good
3823,8670,5,5,Average
3824,8893,5,5,Average
3825,9840,5,5,Very good
3826,4922,4,5,Good
3827,6642,5,4,Good
3828,7553,5,5,Excellent
3829,6422,5,5,Average
3830,9518,5,4,Excellent
3831,5327,5,5,Average
3832,5906,5,3,Excellent
3833,7445,5,5,Excellent
3834,6679,5,5,Could be better
3835,9575,5,5,Excellent
3836,4736,5,4,Could be better
3837,2658,5,3,Good
3838,2293,5,5,Excellent
3839,5399,4,5,Could be better
3840,4299,5,5,Excellent
3841,6143,5,5,Could be better
3842,3279,4,4,Could be better
3843,7613,4,5,Excellent
3844,5599,5,5,Average
3845,2072,5,5,Could be better
3846,2226,4,5,Could be better
3847,4535,5,5,Average
3848,7833,5,5,Excellent
3849,5149,5,5,Good
3850,3378,5,5,Good
3851,5109,5,5,Average
3852,8681,5,5,Good
3853,638,5,4,Could be better
3854,8427,5,4,Excellent
3855,4505,5,4,Good
3856,3765,5,4,Good
3857,1314,4,5,Very good
3858,7505,4,5,Excellent
3859,4442,5,4,Very good
3860,3236,4,5,Very good
3861,5100,5,3,Could be better
3862,6328,4,5,Excellent
3863,2993,5,4,Good
3864,4416,4,4,Could be better
3865,8459,3,5,Average
3866,3301,4,5,Good
3867,1847,5,5,Excellent
3868,4013,5,5,Average
3869,40,5,5,Average
3870,8909,5,5,Excellent
3871,3106,5,5,Very good
3872,4245,5,5,Average
3873,4603,3,5,Very good
3874,1463,5,4,Average
3875,5960,5,5,Very good
3876,2020,5,3,Excellent
3877,8559,5,4,Good
3878,7487,4,4,Could be better
3879,5234,4,4,Excellent
3880,4999,4,3,Good
3881,4167,5,5,Very good
3882,4407,4,5,Very good
3883,562,5,5,Average
3884,1270,5,5,Could be better
3885,3438,5,5,Average
3886,2390,5,5,Could be better
3887,8475,4,4,Very good
3888,6807,5,5,Excellent
3889,9479,5,4,Good
3890,1480,5,4,Excellent
3891,8660,5,4,Average
3892,7437,5,5,Very good
3893,5928,5,5,Excellent
3894,3260,3,5,Good
3895,9595,5,5,Average
3896,1445,5,4,Good
3897,4254,5,5,Average
3898,6917,5,4,Could be better
3899,6877,4,4,Very good
3900,7186,5,5,Could be better
3901,7431,4,5,Average
3902,9540,4,5,Excellent
3903,253,5,5,Excellent
3904,796,5,5,Very good
3905,832,3,5,Good
3906,9504,5,5,Excellent
3907,4265,5,4,Very good
3908,4041,5,5,Average
3909,1927,5,5,Good
3910,4615,5,5,Very good
3911,3590,3,5,Average
3912,8207,4,4,Average
3913,8467,5,5,Good
3914,6751,5,4,Good
3915,426,5,4,Excellent
3916,2847,4,3,Excellent
3917,6591,5,3,Very good
3918,7218,5,4,Could be better
3919,3460,3,4,Very good
3920,4281,5,5,Very good
3921,4803,5,5,Very good
3922,1262,5,3,Excellent
3923,628,3,5,Excellent
3924,3120,5,5,Excellent
3925,3368,4,4,Good
3926,930,5,5,Could be better
3927,2017,5,5,Could be better
3928,2667,5,5,Excellent
3929,8966,5,5,Could be better
3930,5034,5,4,Excellent
3931,3625,4,5,Could be better
3932,3317,4,5,Very good
3933,6717,5,5,Could be better
3934,48,5,5,Could be better
3935,858,5,5,Average
3936,7879,4,4,Average
3937,6350,5,5,Average
3938,8066,5,4,Very good
3939,8267,5,4,Good
3940,1885,5,5,Could be better
3941,2196,5,5,Very good
3942,3610,5,5,Good
3943,4918,3,4,Excellent
3944,5272,5,4,Very good
3945,9740,4,5,Average
3946,2206,5,4,Excellent
3947,4866,4,5,Average
3948,4613,5,5,Could be better
3949,4993,4,5,Average
3950,2585,3,5,Average
3951,7966,5,5,Good
3952,8049,4,4,Very good
3953,6095,5,5,Excellent
3954,5835,4,5,Good
3955,4859,5,4,Could be better
3956,9266,5,5,Could be better
3957,4187,5,5,Good
3958,164,5,5,Could be better
3959,6369,4,5,Excellent
3960,5042,5,5,Very good
3961,2943,4,4,Excellent
3962,3760,4,3,Very good
3963,5625,5,5,Average
3964,1826,4,5,Could be better
3965,956,5,5,Very good
3966,3170,5,4,Could be better
3967,221,5,4,Average
3968,699,4,4,Very good
3969,5261,5,5,Excellent
3970,1152,3,5,Very good
3971,6122,5,5,Good
3972,9092,5,5,Very good
3973,7522,4,5,Excellent
3974,7770,5,4,Average
3975,5350,5,5,Good
3976,5657,5,4,Very good
3977,869,5,5,Could be better
3978,4160,5,5,Excellent
3979,516,5,5,Very good
3980,3771,5,5,Could be better
3981,7908,4,5,Very good
3982,8417,4,5,Average
3983,4963,5,5,Could be better
3984,2343,5,5,Good
3985,6972,5,4,Excellent
3986,9679,5,5,Average
3987,8564,5,5,Very good
3988,7791,5,5,Excellent
3989,6009,5,5,Good
3990,2718,4,5,Average
3991,5022,5,5,Excellent
3992,6021,5,4,Very good
3993,9910,5,3,Very good
3994,8444,5,5,Could be better
3995,2719,4,5,Very good
3996,8491,5,5,Excellent
3997,5748,5,5,Excellent
3998,6147,5,5,Very good
3999,2014,5,5,Excellent
4000,6048,4,5,Excellent
4001,5266,5,5,Average
4002,4311,5,5,Good
4003,5971,5,4,Very good
4004,458,5,5,Excellent
4005,7411,4,5,Excellent
4006,1908,5,5,Average
4007,7774,5,5,Average
4008,3278,5,4,Could be better
4009,8877,5,5,Good
4010,4175,5,4,Could be better
4011,9754,5,5,Very good
4012,3065,5,5,Could be better
4013,1376,5,5,Excellent
4014,3989,5,5,Could be better
4015,3003,3,5,Could be better
4016,8847,5,5,Good
4017,4322,3,4,Very good
4018,6484,5,5,Excellent
4019,2263,5,5,Average
4020,6587,4,5,Average
4021,6235,5,5,Very good
4022,2289,4,5,Could be better
4023,1572,5,5,Average
4024,2430,5,5,Excellent
4025,3455,5,5,Excellent
4026,9980,5,5,Good
4027,2610,5,4,Could be better
4028,2598,3,4,Could be better
4029,8118,4,5,Very good
4030,5031,4,5,Average
4031,1932,4,4,Average
4032,4200,5,5,Good
4033,423,4,5,Average
4034,839,5,5,Excellent
4035,4642,5,5,Very good
4036,3813,5,5,Average
4037,2693,4,5,Excellent
4038,1476,5,5,Could be better
4039,515,5,5,Average
4040,3605,5,5,Good
4041,7120,5,5,Excellent
4042,1351,5,4,Could be better
4043,5780,5,5,Could be better
4044,7035,5,5,Good
4045,8394,5,5,Excellent
4046,1645,4,5,Good
4047,8817,4,5,Very good
4048,8352,5,3,Good
4049,6427,5,5,Good
4050,7204,3,4,Good
4051,1981,4,5,Could be better
4052,6725,5,5,Excellent
4053,1798,5,5,Excellent
4054,7316,4,5,Could be better
4055,1336,3,5,Good
4056,3344,5,5,Average
4057,3776,4,4,Very good
4058,7683,5,5,Excellent
4059,9153,4,4,Good
4060,5263,5,3,Very good
4061,1185,5,3,Average
4062,3698,5,5,Average
4063,9879,5,4,Could be better
4064,2167,4,5,Average
4065,2258,5,5,Excellent
4066,3928,4,5,Good
4067,7040,4,4,Very good
4068,690,5,5,Average
4069,2246,5,5,Average
4070,2115,5,5,Could be better
4071,9768,4,3,Average
4072,559,3,5,Average
4073,4549,4,5,Could be better
4074,2333,4,5,Average
4075,6390,4,5,Good
4076,5101,3,4,Good
4077,4652,5,4,Very good
4078,5279,5,4,Average
4079,6272,3,4,Good
4080,6541,5,5,Could be better
4081,307,5,5,Good
4082,6370,4,5,Excellent
4083,4905,5,5,Good
4084,6315,5,5,Could be better
4085,2869,4,4,Could be better
4086,6714,5,5,Could be better
4087,5766,4,5,Good
